pr_number,title,state,merged,created_at,closed_at,updated_at,author,author_is_collaborator,prev_PRs,additions,deletions,changed_files,commits,comments,review_comments,title_length,description_length,has_description,title_words,body_words,has_test,has_bug,has_feature,has_improve,has_document,has_refactor,assignees_count,file_types_count,file_types,language_types,directories_count,directories,total_changes,test_files_count,test_changes,doc_files_count,config_files_count,files_added,files_deleted,files_modified,files_changed,change_num,segs_added,segs_deleted,segs_changed,is_core_member,lines_added,lines_deleted,first_review_at,review_count,approval_count,change_request_count,reviewer_count,is_fork,ahead_by,behind_by,mergeable,mergeable_state,rebaseable,label_count,milestone,time_to_close_days,response_time_days
6162,Remove useless assert,closed,False,2025-07-14T20:50:46Z,2025-07-23T17:20:57Z,2025-07-23T17:20:58Z,aronpetko,True,4,0,2,1,1,1,0,21,115,1,3,19,0,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,0,0,2,,0,0,0,0,True,0,0,,unknown,,1,,8.854293981481481,
6161,Simplify search functions according DRY principle,closed,False,2025-07-14T12:34:48Z,2025-07-28T18:19:31Z,2025-07-28T18:19:31Z,pb00068,True,83,16,31,2,1,2,0,49,314,1,6,51,1,0,0,0,0,0,0,2,2,1,1,1,47,0,0,0,0,0,0,2,2,1,0,0,2,0,16,31,,0,0,0,0,True,0,0,,unknown,,2,,14.239386574074073,
6160,Tweak: Adjusted smallnet threshold from 962 to 960.,closed,False,2025-07-13T20:06:55Z,2025-07-13T20:13:05Z,2025-07-13T20:13:05Z,DANUT39,False,1,1,1,1,1,0,0,51,45,1,8,7,0,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,,0,0,0,0,True,0,0,,unknown,,0,,0.0042824074074074075,
6159,Adjust a wrong comment,closed,False,2025-07-13T18:43:18Z,2025-07-24T08:39:36Z,2025-07-24T08:39:37Z,FauziAkram,True,282,1,1,1,2,0,0,22,46,1,4,7,0,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,1,1,2,0,0,1,1,1,1,,0,0,0,0,True,0,0,,unknown,,2,,10.580763888888889,
6158,Add offsets to history updates,closed,False,2025-07-13T09:09:48Z,2025-07-24T08:39:36Z,2025-07-24T08:39:36Z,DanSamek,True,6,5,3,1,1,2,0,30,536,1,5,89,1,0,0,0,0,0,0,1,1,1,1,1,8,0,0,0,0,0,0,1,1,1,0,0,1,0,5,3,,0,0,0,0,True,0,0,,unknown,,2,,10.979027777777778,
6157,Remove !ttData.move condition from cutNode reduction,closed,False,2025-07-11T10:38:24Z,2025-07-24T08:39:36Z,2025-07-24T08:39:36Z,FauziAkram,True,282,1,1,1,1,0,0,52,485,1,7,81,1,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,,0,0,0,0,True,0,0,,unknown,,2,,12.9175,
6154,Consistent syntax for class members in search and qsearch,closed,False,2025-07-09T08:15:12Z,2025-07-24T08:39:35Z,2025-07-24T08:39:35Z,xu-shawn,True,153,70,84,1,1,0,0,57,458,1,9,64,0,0,0,0,0,0,0,1,1,1,1,1,154,0,0,0,0,0,0,1,1,1,0,0,1,1,70,84,,0,0,0,0,True,0,0,,unknown,,2,,15.01693287037037,
6153,Speedup movegen with VBMI2,closed,False,2025-07-06T19:44:10Z,2025-07-24T08:39:35Z,2025-07-24T15:58:04Z,87flowers,True,3,155,60,7,8,19,7,26,2048,1,4,312,1,0,0,0,0,1,0,4,4,2,2,2,215,0,0,0,0,0,0,7,7,8,0,0,7,0,155,60,2025-07-06T20:17:14Z,6,0,0,2,True,0,0,,unknown,,3,,17.538483796296298,0.022962962962962963
6152,Simplify away tt history term in lmr,closed,False,2025-07-06T17:36:20Z,2025-07-24T08:39:34Z,2025-07-24T08:39:34Z,daniel-monroe,True,74,1,3,1,1,0,0,36,500,1,7,83,1,0,0,0,0,0,0,1,1,1,1,1,4,0,0,0,0,0,0,1,1,1,0,0,1,0,1,3,,0,0,0,0,True,0,0,,unknown,,2,,17.62724537037037,
6150,Simplify away constants in statscore,closed,False,2025-07-04T07:33:46Z,2025-07-24T08:39:34Z,2025-07-24T08:39:34Z,daniel-monroe,True,74,3,4,1,1,0,0,36,538,1,5,86,1,0,0,0,0,0,0,1,1,1,1,1,7,0,0,0,0,0,0,1,1,1,0,0,1,0,3,4,,0,0,0,0,True,0,0,,unknown,,2,,20.045694444444443,
6149,Remove depth condition from ttCapture reduction,closed,False,2025-07-03T00:13:33Z,2025-07-24T08:39:34Z,2025-07-24T08:39:34Z,FauziAkram,True,282,1,1,1,1,0,0,47,473,1,6,80,1,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,,0,0,0,0,True,0,0,,unknown,,2,,21.351400462962964,
6148,Simplify PV term in lmr,closed,False,2025-07-03T00:05:27Z,2025-07-24T08:39:33Z,2025-07-24T08:39:33Z,daniel-monroe,True,74,1,3,2,1,0,0,23,574,1,5,98,1,0,0,0,0,0,0,2,2,1,1,1,4,0,0,0,0,0,0,2,2,1,0,0,2,0,1,3,,0,0,0,0,True,0,0,,unknown,,2,,21.35701388888889,
6145,Disable linux gcc riscv64,closed,True,2025-06-29T10:14:23Z,2025-06-29T10:33:21Z,2025-06-29T10:33:21Z,Disservin,True,123,9,8,1,1,0,0,25,119,1,4,18,0,1,0,0,0,0,0,1,1,1,1,1,17,1,17,0,1,0,0,1,1,1,0,0,1,1,9,8,,0,0,0,0,True,0,0,,unknown,,0,,0.013171296296296296,
6144,Remove non-functional low-ply history fill,closed,False,2025-06-28T04:32:56Z,2025-07-02T16:41:54Z,2025-07-02T16:41:54Z,xu-shawn,True,153,0,1,1,1,0,0,42,109,1,7,16,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,,0,0,0,0,True,0,0,,unknown,,1,,4.506226851851852,
6143,Simplify quiet move streak logic,closed,False,2025-06-27T00:55:17Z,2025-07-02T16:41:54Z,2025-07-02T16:41:54Z,daniel-monroe,True,74,1,2,1,1,0,0,32,491,1,5,83,1,0,0,0,0,0,0,1,1,1,1,1,3,0,0,0,0,0,0,1,1,1,0,0,1,0,1,2,,0,0,0,0,True,0,0,,unknown,,1,,5.6573726851851855,
6142,Introduce a constant for ValueList size in search(),closed,False,2025-06-26T15:25:03Z,2025-07-02T16:41:54Z,2025-07-02T17:37:53Z,robertnurnberg,True,23,26,23,1,1,1,0,51,261,1,8,37,1,0,0,0,0,0,0,1,1,1,1,1,49,0,0,0,0,0,0,1,1,1,0,0,1,0,26,23,,0,0,0,0,True,0,0,,unknown,,1,,6.053368055555556,
6140,Fix trivial errors in Makefile,closed,False,2025-06-25T12:42:51Z,2025-07-02T16:41:55Z,2025-09-21T09:55:34Z,MinetaS,True,35,1,5,1,1,0,0,30,245,1,5,42,0,1,0,0,0,0,0,1,1,0,1,1,6,0,0,0,0,0,0,1,1,1,0,0,1,0,1,5,,0,0,0,0,True,0,0,,unknown,,1,,7.166018518518518,
6139,Optimize find_nnz() using AVX512,closed,False,2025-06-24T22:15:48Z,2025-07-02T16:41:55Z,2025-07-02T16:41:55Z,mstembera,True,224,34,2,2,1,2,0,32,464,1,4,82,1,0,0,1,0,0,0,2,2,0,2,2,36,0,0,0,0,0,0,2,2,1,0,0,2,0,34,2,,0,0,0,0,True,0,0,,unknown,,1,,7.768136574074074,
6137,Test1,closed,False,2025-06-21T21:40:36Z,2025-06-22T11:35:56Z,2025-06-22T11:35:56Z,Nhatdu-isbest,False,2,93,11,1,2,2,0,5,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,104,0,0,0,0,0,0,1,1,2,0,0,1,0,93,11,,0,0,0,0,True,0,0,,unknown,,0,,0.5800925925925926,
6136,Patch-1,closed,False,2025-06-21T20:55:13Z,2025-06-22T11:30:43Z,2025-06-22T11:30:44Z,Nhatdu-isbest,False,2,21,2,1,1,2,0,7,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,1,23,0,0,0,0,0,0,1,1,1,0,0,1,0,21,2,,0,0,0,0,True,0,0,,unknown,,0,,0.6079861111111111,
6135,feat: Experimental knight-centric evaluation changes,closed,False,2025-06-16T14:09:21Z,2025-06-16T14:11:08Z,2025-06-16T14:11:08Z,coklu,False,1,285,0,26,1,1,0,52,737,1,6,112,0,0,1,0,0,0,0,3,3,1,2,2,285,0,0,0,0,24,0,2,26,1,24,0,2,0,285,0,,0,0,0,0,True,0,0,,unknown,,0,,0.001238425925925926,
6134,"Remove eval, beta diff from Null move dynamic reduction formula",closed,False,2025-06-15T10:24:49Z,2025-07-02T16:41:56Z,2025-07-02T16:41:56Z,FauziAkram,True,282,2,2,1,1,0,0,63,468,1,10,82,1,0,0,0,0,0,0,1,1,1,1,1,4,0,0,0,0,0,0,1,1,1,0,0,1,1,2,2,,0,0,0,0,True,0,0,,unknown,,1,,17.261886574074072,
6133,Fix Windows CI,closed,False,2025-06-14T18:48:59Z,2025-06-26T22:12:03Z,2025-06-26T22:12:03Z,xu-shawn,True,153,1,1,1,1,1,0,14,20,1,3,3,0,1,0,0,0,0,0,1,1,1,1,1,2,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,,0,0,0,0,True,0,0,,unknown,,0,,12.141018518518518,
6132,Simplify a condition in time management,closed,False,2025-06-14T13:13:08Z,2025-07-02T16:41:56Z,2025-07-02T16:41:56Z,FauziAkram,True,282,1,4,1,2,0,0,39,426,1,6,48,1,0,0,0,0,0,0,1,1,1,1,1,5,0,0,0,0,0,0,1,1,2,0,0,1,1,1,4,,0,0,0,0,True,0,0,,unknown,,1,,18.145,
6130,Simplify history term in futility pruning,closed,False,2025-06-13T18:21:41Z,2025-07-02T16:41:53Z,2025-07-02T16:41:53Z,daniel-monroe,True,74,1,1,1,1,0,0,41,502,1,6,82,1,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,,0,0,0,0,True,0,0,,unknown,,1,,18.930694444444445,
6129,Simplify Stalemate Condition Further,closed,False,2025-06-12T01:37:28Z,2025-08-24T16:48:45Z,2025-08-24T16:48:46Z,xu-shawn,True,153,22,26,1,2,2,0,36,736,1,4,129,1,0,0,0,0,0,0,1,1,1,1,1,48,0,0,0,0,0,0,1,1,2,0,0,1,1,22,26,,0,0,0,0,True,0,0,False,dirty,False,2,,73.63283564814814,
6128,Add files via upload,closed,False,2025-06-11T22:06:31Z,2025-06-11T22:26:21Z,2025-06-11T22:26:21Z,Mershkerr,False,2,153,0,1,1,1,0,20,0,0,4,0,0,0,0,0,0,0,0,1,1,1,1,1,153,0,0,0,0,1,0,0,1,1,1,0,0,0,153,0,,0,0,0,0,True,0,0,,unknown,,0,,0.013773148148148149,
6127,Add files via upload,closed,False,2025-06-11T21:45:55Z,2025-06-11T21:51:27Z,2025-06-11T22:03:36Z,Mershkerr,False,2,23140,0,74,1,1,0,20,18,1,4,3,0,0,0,0,0,0,0,7,7,3,5,5,7623,0,0,4,0,30,0,0,30,1,30,0,0,0,23140,0,,0,0,0,0,True,0,0,,unknown,,0,,0.0038425925925925928,
6125,Simplify TT overwrite logic,open,False,2025-06-10T07:19:17Z,,2025-08-08T08:15:38Z,pb00068,True,83,1,1,1,1,2,0,27,1050,1,4,179,1,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,,0,0,0,0,True,0,0,True,clean,True,1,,,
6123,Update evaluate.cpp,closed,False,2025-06-04T19:58:41Z,2025-06-04T19:58:46Z,2025-06-04T20:06:45Z,PatrickStar808,False,2,2,2,1,1,0,0,19,0,0,3,0,0,0,0,0,0,0,0,1,1,1,1,1,4,0,0,0,0,0,0,1,1,1,0,0,1,0,2,2,,0,0,0,0,True,0,0,,unknown,,0,,5.787037037037037e-05,
6122,Update evaluate.cpp,closed,False,2025-06-04T16:31:45Z,2025-06-04T16:32:47Z,2025-06-04T16:32:47Z,PatrickStar808,False,2,1,1,1,1,0,0,19,0,0,3,0,0,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,,0,0,0,0,True,0,0,,unknown,,0,,0.0007175925925925926,
6121,Optimized Minor ARM/SSE Intrinsics,closed,False,2025-06-03T06:44:50Z,2025-06-03T19:49:15Z,2025-06-03T19:49:15Z,wyattgill9,False,1,12,14,2,7,7,1,34,1,1,5,0,0,0,0,1,0,0,0,1,1,0,2,2,26,0,0,0,0,0,0,2,2,7,0,0,2,0,12,14,2025-06-03T19:00:35Z,1,0,0,1,False,0,0,,unknown,,0,,0.5447337962962963,0.5109375
6120,Reduce depth by 5 in probcut,closed,False,2025-06-01T20:28:27Z,2025-06-02T20:10:33Z,2025-06-02T20:10:33Z,daniel-monroe,True,74,1,1,1,1,0,0,28,527,1,6,90,1,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,,0,0,0,0,True,0,0,,unknown,,2,,0.9875694444444445,
6119,Restore integrity of MovePicker::can_move_king_or_pawn,closed,False,2025-06-01T15:31:34Z,2025-07-02T16:41:52Z,2025-07-02T16:41:53Z,pb00068,True,83,13,15,2,1,5,0,54,810,1,5,132,1,0,0,0,0,0,0,2,2,1,1,1,28,0,0,0,0,0,0,2,2,1,0,0,2,0,13,15,,0,0,0,0,True,0,0,,unknown,,2,,31.048819444444444,
6118,Simplify stalemate trap prevention and clean up code/improve comments,closed,False,2025-06-01T03:28:07Z,2025-08-21T16:18:25Z,2025-08-21T16:18:25Z,daniel-monroe,True,74,19,20,1,1,4,0,69,843,1,10,147,1,0,0,1,0,0,0,1,1,1,1,1,39,0,0,0,0,0,0,1,1,1,0,0,1,0,19,20,,0,0,0,0,True,0,0,False,dirty,False,2,,81.53493055555556,
6117,Simplify corrections in extension margins,closed,False,2025-06-01T02:48:58Z,2025-06-02T20:10:32Z,2025-06-02T20:10:32Z,daniel-monroe,True,74,3,4,1,1,3,0,41,496,1,5,81,1,0,0,0,0,0,0,1,1,1,1,1,7,0,0,0,0,0,0,1,1,1,0,0,1,0,3,4,,0,0,0,0,True,0,0,,unknown,,2,,1.723310185185185,
6116,Remove non-functional else,closed,False,2025-06-01T01:29:09Z,2025-06-02T20:13:24Z,2025-06-02T20:13:24Z,xu-shawn,True,153,6,8,1,1,0,0,26,20,1,4,3,0,0,0,0,0,0,0,1,1,1,1,1,14,0,0,0,0,0,0,1,1,1,0,0,1,1,6,8,,0,0,0,0,True,0,0,,unknown,,2,,1.7807291666666667,
6115,Remove an unnecessary bound check,closed,False,2025-05-31T22:32:33Z,2025-06-02T20:10:32Z,2025-06-02T20:10:32Z,xu-shawn,True,153,1,1,1,1,0,0,33,199,1,5,33,0,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,,0,0,0,0,True,0,0,,unknown,,2,,1.9013773148148148,
6114,Simplify stalemate detection,closed,False,2025-05-31T20:11:26Z,2025-08-24T16:48:26Z,2025-08-24T16:48:26Z,xu-shawn,True,153,1,17,3,1,5,0,28,714,1,3,124,1,0,0,0,0,0,0,2,2,1,1,1,18,0,0,0,0,0,0,3,3,1,0,0,3,1,1,17,,0,0,0,0,True,0,0,False,dirty,False,2,,84.85902777777778,
6113,Introduce Secondary TT Aging,closed,False,2025-05-31T19:02:09Z,2025-06-02T20:10:31Z,2025-06-02T20:10:32Z,xu-shawn,True,153,2,0,1,1,3,0,28,729,1,4,122,1,1,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,1,2,0,,0,0,0,0,True,0,0,,unknown,,2,,2.047476851851852,
6112,Simplify away depth condition in IIR,closed,False,2025-05-31T15:38:42Z,2025-06-02T20:10:31Z,2025-06-02T20:10:31Z,daniel-monroe,True,74,1,1,1,1,0,0,36,672,1,6,113,1,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,,0,0,0,0,True,0,0,,unknown,,2,,2.188761574074074,
6111,Simplify away cutoff term in prior countermove bonus,closed,False,2025-05-31T15:36:34Z,2025-06-02T20:10:30Z,2025-06-02T20:10:30Z,daniel-monroe,True,74,1,2,1,1,0,0,52,455,1,8,76,1,0,0,0,0,0,0,1,1,1,1,1,3,0,0,0,0,0,0,1,1,1,0,0,1,0,1,2,,0,0,0,0,True,0,0,,unknown,,2,,2.1902314814814816,
6110,Simplify away check term in statscore,closed,False,2025-05-31T15:35:37Z,2025-06-02T20:10:30Z,2025-06-02T20:10:30Z,daniel-monroe,True,74,1,1,1,1,0,0,37,454,1,6,76,1,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,,0,0,0,0,True,0,0,,unknown,,2,,2.190891203703704,
6109,Simplify NMP eval in qsearch,closed,False,2025-05-31T13:43:43Z,2025-06-02T20:10:29Z,2025-06-02T20:10:29Z,Nonlinear2,True,27,1,3,1,1,1,0,28,448,1,5,78,1,0,0,0,0,0,0,1,1,1,1,1,4,0,0,0,0,0,0,1,1,1,0,0,1,0,1,3,,0,0,0,0,True,0,0,,unknown,,2,,2.268587962962963,
6108,Fix outdated comment,closed,False,2025-05-30T21:21:11Z,2025-06-02T20:10:29Z,2025-06-02T20:10:29Z,ces42,True,12,0,3,1,1,0,0,20,126,1,3,19,0,1,0,0,0,0,0,1,1,1,1,1,3,0,0,0,0,0,0,1,1,1,0,0,1,0,0,3,,0,0,0,0,True,0,0,,unknown,,2,,2.950902777777778,
6107,Fix clang-format version in CONTRIBUTING.md,closed,False,2025-05-30T06:49:30Z,2025-06-02T20:10:29Z,2025-06-03T06:48:18Z,robertnurnberg,True,23,1,1,1,1,0,0,43,104,1,7,15,0,1,0,0,0,0,0,1,1,1,1,1,2,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,,0,0,0,0,True,0,0,,unknown,,2,,3.556238425925926,
6106,Simplify stat eval history adjustment further,closed,False,2025-05-30T05:12:17Z,2025-06-02T20:10:28Z,2025-06-02T20:10:28Z,xu-shawn,True,153,1,2,1,2,2,0,45,453,1,6,79,1,0,0,0,0,0,0,1,1,1,1,1,3,0,0,0,0,0,0,1,1,2,0,0,1,1,1,2,,0,0,0,0,True,0,0,,unknown,,2,,3.623738425925926,
6104,Simplify Position::pieces(),closed,False,2025-05-28T11:21:48Z,2025-06-02T20:10:28Z,2025-06-02T20:10:28Z,mstembera,True,224,5,5,1,1,1,0,27,36,1,3,5,0,0,0,0,0,0,0,1,1,0,1,1,10,0,0,0,0,0,0,1,1,1,0,0,1,0,5,5,,0,0,0,0,True,0,0,,unknown,,3,,5.36712962962963,
6103,Restore integrity of MovePicker::can_move_king_or_pawn(),closed,False,2025-05-28T06:01:04Z,2025-05-28T10:44:00Z,2025-05-30T10:50:14Z,pb00068,True,83,30,17,3,2,12,0,56,1451,1,5,245,1,1,0,0,0,0,0,2,2,1,1,1,47,0,0,0,0,0,0,3,3,2,0,0,3,0,30,17,,0,0,0,0,True,0,0,,unknown,,0,,0.19648148148148148,
6102,Constant optimisations?,closed,False,2025-05-28T03:53:53Z,2025-05-28T03:55:08Z,2025-05-28T03:55:08Z,KabirAcharya,False,1,10,10,1,1,0,0,23,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,1,20,0,0,0,0,0,0,1,1,1,0,0,1,0,10,10,,0,0,0,0,True,0,0,,unknown,,0,,0.0008680555555555555,
6101,Remove unused threatenedPieces,closed,False,2025-05-27T01:28:38Z,2025-06-02T20:10:27Z,2025-06-02T20:10:27Z,mstembera,True,224,4,12,4,1,0,0,30,242,1,3,33,0,0,0,0,0,0,0,2,2,1,2,2,16,0,0,0,0,0,0,4,4,1,0,0,4,0,4,12,,0,0,0,0,True,0,0,,unknown,,2,,6.779039351851852,
6100,Remove nnz lookup table load optimization,closed,False,2025-05-26T17:35:45Z,2025-06-02T20:10:26Z,2025-06-02T20:10:26Z,xu-shawn,True,153,3,19,2,2,6,0,41,467,1,6,80,1,0,0,0,0,0,0,1,1,0,2,2,22,0,0,0,0,0,0,2,2,2,0,0,2,1,3,19,,0,0,0,0,True,0,0,,unknown,,2,,7.107418981481482,
6099,Simplify tt depth in stat eval history adjustment,closed,False,2025-05-25T20:26:41Z,2025-06-02T20:10:26Z,2025-06-02T20:10:26Z,daniel-monroe,True,74,1,2,1,1,0,0,49,508,1,8,84,1,0,0,0,0,0,0,1,1,1,1,1,3,0,0,0,0,0,0,1,1,1,0,0,1,0,1,2,,0,0,0,0,True,0,0,,unknown,,3,,7.988715277777778,
6098,Reduce probcut depth,closed,False,2025-05-25T18:53:54Z,2025-06-01T20:26:30Z,2025-06-01T20:27:11Z,daniel-monroe,True,74,1,1,1,3,1,0,20,519,1,3,87,1,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,1,1,3,0,0,1,0,1,1,,0,0,0,0,True,0,0,,unknown,,1,,7.064305555555555,
6097,Simplify Double Margin Formula,closed,False,2025-05-25T18:27:35Z,2025-05-25T19:32:57Z,2025-05-25T19:32:57Z,FauziAkram,True,282,2,2,1,1,0,0,30,664,1,4,114,1,0,0,0,0,0,0,1,1,1,1,1,4,0,0,0,0,0,0,1,1,1,0,0,1,1,2,2,,0,0,0,0,True,0,0,,unknown,,2,,0.04539351851851852,
6096,Simplify FutilityMoveCount,closed,False,2025-05-25T18:21:45Z,2025-05-25T19:32:56Z,2025-05-25T19:32:56Z,DanSamek,True,6,1,5,1,1,1,0,26,65,1,2,9,0,0,0,0,0,0,0,1,1,1,1,1,6,0,0,0,0,0,0,1,1,1,0,0,1,0,1,5,,0,0,0,0,True,0,0,,unknown,,3,,0.04943287037037037,
6095,Always Decrease Reduction on TTMove,closed,False,2025-05-25T18:05:21Z,2025-05-25T19:32:56Z,2025-05-25T19:39:19Z,xu-shawn,True,153,2,2,1,1,0,0,35,699,1,5,124,1,0,0,0,0,0,0,1,1,1,1,1,4,0,0,0,0,0,0,1,1,1,0,0,1,1,2,2,,0,0,0,0,True,0,0,,unknown,,2,,0.060821759259259256,
6094,Small tt verify simplification,closed,False,2025-05-25T17:31:16Z,2025-06-02T20:10:25Z,2025-06-02T20:10:25Z,daniel-monroe,True,74,4,12,1,1,2,0,30,292,1,4,48,1,1,0,0,0,0,0,1,1,1,1,1,16,0,0,0,0,0,0,1,1,1,0,0,1,0,4,12,,0,0,0,0,True,0,0,,unknown,,3,,8.110520833333334,
6093,Make ProbCut search shallower in cutNode,closed,False,2025-05-25T16:58:31Z,2025-05-25T19:32:55Z,2025-05-25T19:32:55Z,kokodio,True,2,1,1,1,1,0,0,40,429,1,6,74,1,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,,0,0,0,0,True,0,0,,unknown,,2,,0.10722222222222222,
6092,Adjust futility pruning thresholds using history,closed,False,2025-05-25T16:26:30Z,2025-05-25T19:32:57Z,2025-05-25T19:50:31Z,kokodio,True,2,4,2,2,1,2,0,48,418,1,6,74,1,0,0,0,0,0,0,2,2,1,2,2,6,0,0,0,0,0,0,2,2,1,0,0,2,0,4,2,,0,0,0,0,True,0,0,,unknown,,2,,0.12947916666666667,
6091,Implement smoother time reduction in time management,closed,False,2025-05-24T11:46:41Z,2025-05-25T19:32:55Z,2025-05-25T19:32:55Z,FauziAkram,True,282,4,2,1,1,1,0,52,760,1,7,127,1,0,1,0,0,0,0,1,1,1,1,1,6,0,0,0,0,0,0,1,1,1,0,0,1,1,4,2,,0,0,0,0,True,0,0,,unknown,,2,,1.323773148148148,
6090,Remove deprecated arch from codeql,closed,False,2025-05-23T18:56:57Z,2025-05-25T19:32:54Z,2025-05-25T19:32:54Z,xu-shawn,True,153,1,1,1,1,0,0,34,20,1,5,3,0,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,,0,0,0,0,True,0,0,,unknown,,3,,2.0249652777777776,
6089,Minor code improvements,closed,False,2025-05-23T16:33:56Z,2025-05-25T19:32:54Z,2025-05-25T19:32:54Z,Nonlinear2,True,27,26,28,3,1,6,0,23,365,1,3,51,0,1,0,1,0,1,0,2,2,1,1,1,54,0,0,0,0,0,0,3,3,1,0,0,3,0,26,28,,0,0,0,0,True,0,0,,unknown,,2,,2.1242824074074074,
6088,Simplify & improve stalemate detection,closed,False,2025-05-23T07:36:36Z,2025-05-25T19:32:54Z,2025-05-25T19:32:54Z,pb00068,True,83,3,3,2,2,4,1,38,1252,1,4,211,1,0,0,1,0,0,0,1,1,1,1,1,6,0,0,0,0,0,0,2,2,2,0,0,2,0,3,3,2025-05-24T10:43:11Z,1,0,0,1,True,0,0,,unknown,,2,,2.4974305555555554,1.1295717592592593
6087,Remove redundant parenthesis,closed,False,2025-05-23T05:26:23Z,2025-05-23T18:37:34Z,2025-05-23T18:37:34Z,xu-shawn,True,153,3,5,1,1,0,0,28,24,1,3,3,0,1,0,0,0,0,0,1,1,1,1,1,8,0,0,0,0,0,0,1,1,1,0,0,1,1,3,5,,0,0,0,0,True,0,0,,unknown,,0,,0.5494328703703704,
6086,Move SIMD code to a separate header,closed,False,2025-05-22T22:12:51Z,2025-05-25T19:32:53Z,2025-05-25T19:32:53Z,xu-shawn,True,153,480,446,13,9,9,1,35,236,1,7,41,1,0,0,0,0,0,0,3,3,1,4,4,926,0,0,0,0,1,1,11,13,9,1,1,11,1,480,446,2025-05-23T04:21:03Z,1,0,0,1,True,0,0,,unknown,,3,,2.888912037037037,0.25569444444444445
6085,Update clang-format to v20,closed,False,2025-05-22T19:37:25Z,2025-05-23T06:57:16Z,2025-05-23T06:57:16Z,Disservin,True,123,11,13,5,1,1,0,26,217,1,5,36,0,0,0,0,0,0,0,4,4,1,4,4,24,0,0,0,1,0,0,5,5,1,0,0,5,1,11,13,,0,0,0,0,True,0,0,,unknown,,2,,0.4721180555555556,
6083,"Silence ""may be used uninitialized"" GCC 15 warning",closed,False,2025-05-22T16:43:56Z,2025-05-23T06:57:16Z,2025-05-23T06:57:16Z,Disservin,True,123,10,6,1,1,1,0,50,68,1,8,9,0,0,0,0,0,0,0,1,1,1,1,1,16,0,0,0,0,0,0,1,1,1,0,0,1,1,10,6,,0,0,0,0,True,0,0,,unknown,,2,,0.5925925925925926,
6081,build/ci: update to NDK r27c API level 29,closed,False,2025-05-21T23:36:40Z,2025-05-25T19:32:57Z,2025-05-27T13:23:21Z,ppigazzini,True,29,16,18,4,2,24,0,41,2330,1,9,361,1,1,0,0,1,0,0,3,3,1,3,3,34,1,6,0,3,0,0,4,4,2,0,0,4,0,16,18,,0,0,0,0,True,0,0,,unknown,,3,,3.8307523148148146,
6080,clean up code,closed,False,2025-05-20T10:07:53Z,2025-05-21T05:31:03Z,2025-05-21T09:38:05Z,Nonlinear2,True,27,43,52,3,1,1,2,13,1238,1,3,191,1,0,0,0,0,1,0,2,2,1,1,1,95,0,0,0,0,0,0,3,3,1,0,0,3,0,43,52,2025-05-21T07:39:03Z,2,0,0,1,True,0,0,,unknown,,2,,0.8077546296296296,0.8966435185185185
6079,Simplify TT Replacement Strategy,closed,False,2025-05-19T17:56:55Z,2025-05-19T18:50:03Z,2025-05-19T18:50:03Z,xu-shawn,True,153,2,2,1,1,1,0,32,702,1,4,124,1,0,0,0,0,0,0,1,1,1,1,1,4,0,0,0,0,0,0,1,1,1,0,0,1,1,2,2,,0,0,0,0,True,0,0,,unknown,,2,,0.036898148148148145,
